annotation_id,system_id,query_id,claim_text,annotator_1_judgment,annotator_2_judgment,annotator_3_judgment,majority_judgment,annotator_1_confidence,annotator_2_confidence,annotator_3_confidence,mean_confidence,evidence_snippet,fleiss_kappa_batch,annotation_date,adjudicated
FC4-0626,S2,S2-Q47157,Sample claim 626 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 626.,0.756,2024-12-24,0
FC4-0627,S3,S3-Q11179,Sample claim 627 from Document Summarization and QA output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 627.,0.756,2024-10-29,0
FC4-0628,S4,S4-Q33477,Sample claim 628 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 628.,0.756,2024-11-03,0
FC4-0629,S1,S1-Q15062,Sample claim 629 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 629.,0.756,2024-11-18,0
FC4-0630,S2,S2-Q09802,Sample claim 630 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 630.,0.756,2024-12-17,0
FC4-0631,S3,S3-Q49309,Sample claim 631 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 631.,0.756,2024-10-16,0
FC4-0632,S4,S4-Q42549,Sample claim 632 from Medical Triage Assistant output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 632.,0.756,2024-11-25,0
FC4-0633,S1,S1-Q31597,Sample claim 633 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 633.,0.756,2024-11-18,0
FC4-0634,S2,S2-Q27885,Sample claim 634 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 634.,0.756,2024-10-18,0
FC4-0635,S3,S3-Q35634,Sample claim 635 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 635.,0.756,2024-11-22,0
FC4-0636,S4,S4-Q07723,Sample claim 636 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 636.,0.756,2024-12-06,0
FC4-0637,S1,S1-Q06986,Sample claim 637 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 637.,0.756,2024-10-20,0
FC4-0638,S2,S2-Q23963,Sample claim 638 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 638.,0.756,2024-12-18,0
FC4-0639,S3,S3-Q31620,Sample claim 639 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 639.,0.756,2024-10-23,0
FC4-0640,S4,S4-Q46236,Sample claim 640 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 640.,0.756,2024-11-20,0
FC4-0641,S1,S1-Q45831,Sample claim 641 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 641.,0.756,2024-10-21,0
FC4-0642,S2,S2-Q44864,Sample claim 642 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 642.,0.756,2024-12-30,0
FC4-0643,S3,S3-Q39338,Sample claim 643 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 643.,0.756,2024-11-25,0
FC4-0644,S4,S4-Q25188,Sample claim 644 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 644.,0.756,2024-11-21,0
FC4-0645,S1,S1-Q41963,Sample claim 645 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 645.,0.756,2024-12-03,0
FC4-0646,S2,S2-Q02203,Sample claim 646 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 646.,0.756,2024-12-16,0
FC4-0647,S3,S3-Q15680,Sample claim 647 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 647.,0.756,2024-12-23,0
FC4-0648,S4,S4-Q25897,Sample claim 648 from Medical Triage Assistant output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 648.,0.756,2024-11-21,0
FC4-0649,S1,S1-Q18645,Sample claim 649 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 649.,0.756,2024-12-11,0
FC4-0650,S2,S2-Q12749,Sample claim 650 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,INCORRECT,UNVERIFIABLE,4,3,5,4.0,Evidence snippet supporting judgment for claim 650.,0.756,2024-11-28,1
FC4-0651,S3,S3-Q36611,Sample claim 651 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 651.,0.734,2024-10-10,0
FC4-0652,S4,S4-Q37677,Sample claim 652 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 652.,0.734,2024-11-02,0
FC4-0653,S1,S1-Q44669,Sample claim 653 from Customer Support Chatbot output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 653.,0.734,2024-11-28,0
FC4-0654,S2,S2-Q41528,Sample claim 654 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,4,3,4,3.67,Evidence snippet supporting judgment for claim 654.,0.734,2024-10-29,0
FC4-0655,S3,S3-Q00638,Sample claim 655 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 655.,0.734,2024-12-29,0
FC4-0656,S4,S4-Q04983,Sample claim 656 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 656.,0.734,2024-12-10,0
FC4-0657,S1,S1-Q48901,Sample claim 657 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 657.,0.734,2024-12-27,0
FC4-0658,S2,S2-Q17394,Sample claim 658 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 658.,0.734,2024-10-27,0
FC4-0659,S3,S3-Q07857,Sample claim 659 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 659.,0.734,2024-10-11,0
FC4-0660,S4,S4-Q24327,Sample claim 660 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 660.,0.734,2024-12-19,0
FC4-0661,S1,S1-Q11985,Sample claim 661 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,5,4,4,4.33,Evidence snippet supporting judgment for claim 661.,0.734,2024-12-05,0
FC4-0662,S2,S2-Q31348,Sample claim 662 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 662.,0.734,2024-12-09,0
FC4-0663,S3,S3-Q45761,Sample claim 663 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 663.,0.734,2024-12-06,0
FC4-0664,S4,S4-Q06603,Sample claim 664 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 664.,0.734,2024-11-11,0
FC4-0665,S1,S1-Q30891,Sample claim 665 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 665.,0.734,2024-12-18,0
FC4-0666,S2,S2-Q23926,Sample claim 666 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 666.,0.734,2024-11-21,0
FC4-0667,S3,S3-Q06546,Sample claim 667 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 667.,0.734,2024-11-04,0
FC4-0668,S4,S4-Q09801,Sample claim 668 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,UNVERIFIABLE,UNVERIFIABLE,3,3,5,3.67,Evidence snippet supporting judgment for claim 668.,0.734,2024-11-30,0
FC4-0669,S1,S1-Q47223,Sample claim 669 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 669.,0.734,2024-11-10,0
FC4-0670,S2,S2-Q06487,Sample claim 670 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 670.,0.734,2024-12-28,0
FC4-0671,S3,S3-Q48798,Sample claim 671 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 671.,0.734,2024-11-12,0
FC4-0672,S4,S4-Q26986,Sample claim 672 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 672.,0.734,2024-10-16,0
FC4-0673,S1,S1-Q42542,Sample claim 673 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 673.,0.734,2024-12-08,0
FC4-0674,S2,S2-Q48269,Sample claim 674 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 674.,0.734,2024-11-27,0
FC4-0675,S3,S3-Q41982,Sample claim 675 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 675.,0.734,2024-11-13,0
FC4-0676,S4,S4-Q22520,Sample claim 676 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 676.,0.734,2024-10-30,0
FC4-0677,S1,S1-Q17777,Sample claim 677 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 677.,0.734,2024-11-26,0
FC4-0678,S2,S2-Q10966,Sample claim 678 from AI Code Assistant IDE Plugin output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 678.,0.734,2024-10-24,0
FC4-0679,S3,S3-Q49135,Sample claim 679 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 679.,0.734,2024-10-11,0
FC4-0680,S4,S4-Q01728,Sample claim 680 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 680.,0.734,2024-11-20,0
FC4-0681,S1,S1-Q42916,Sample claim 681 from Customer Support Chatbot output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 681.,0.734,2024-11-19,0
FC4-0682,S2,S2-Q34521,Sample claim 682 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 682.,0.734,2024-10-22,0
FC4-0683,S3,S3-Q35428,Sample claim 683 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 683.,0.734,2024-11-04,0
FC4-0684,S4,S4-Q39164,Sample claim 684 from Medical Triage Assistant output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 684.,0.734,2024-11-28,0
FC4-0685,S1,S1-Q34983,Sample claim 685 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 685.,0.734,2024-11-09,0
FC4-0686,S2,S2-Q23972,Sample claim 686 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 686.,0.734,2024-11-22,0
FC4-0687,S3,S3-Q30750,Sample claim 687 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 687.,0.734,2024-12-08,0
FC4-0688,S4,S4-Q28210,Sample claim 688 from Medical Triage Assistant output.,CORRECT,INCORRECT,INCORRECT,INCORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 688.,0.734,2024-11-07,0
FC4-0689,S1,S1-Q28647,Sample claim 689 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 689.,0.734,2024-11-20,0
FC4-0690,S2,S2-Q05192,Sample claim 690 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 690.,0.734,2024-11-24,0
FC4-0691,S3,S3-Q17817,Sample claim 691 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 691.,0.734,2024-11-06,0
FC4-0692,S4,S4-Q08954,Sample claim 692 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 692.,0.734,2024-11-07,0
FC4-0693,S1,S1-Q12307,Sample claim 693 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 693.,0.734,2024-11-11,0
FC4-0694,S2,S2-Q17642,Sample claim 694 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 694.,0.734,2024-10-17,0
FC4-0695,S3,S3-Q14234,Sample claim 695 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 695.,0.734,2024-11-13,0
FC4-0696,S4,S4-Q02080,Sample claim 696 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 696.,0.734,2024-11-12,0
FC4-0697,S1,S1-Q35599,Sample claim 697 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 697.,0.734,2024-11-30,0
FC4-0698,S2,S2-Q46838,Sample claim 698 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 698.,0.734,2024-11-01,0
FC4-0699,S3,S3-Q48191,Sample claim 699 from Document Summarization and QA output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 699.,0.734,2024-10-13,0
FC4-0700,S4,S4-Q10395,Sample claim 700 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 700.,0.734,2024-12-20,0
FC4-0701,S1,S1-Q41847,Sample claim 701 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 701.,0.7,2024-11-08,0
FC4-0702,S2,S2-Q41479,Sample claim 702 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,3,3,3,3.0,Evidence snippet supporting judgment for claim 702.,0.7,2024-11-25,0
FC4-0703,S3,S3-Q00586,Sample claim 703 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 703.,0.7,2024-10-06,0
FC4-0704,S4,S4-Q16301,Sample claim 704 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 704.,0.7,2024-10-21,0
FC4-0705,S1,S1-Q23300,Sample claim 705 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 705.,0.7,2024-12-22,0
FC4-0706,S2,S2-Q36593,Sample claim 706 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 706.,0.7,2024-12-22,0
FC4-0707,S3,S3-Q24758,Sample claim 707 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 707.,0.7,2024-11-15,0
FC4-0708,S4,S4-Q19315,Sample claim 708 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 708.,0.7,2024-12-09,0
FC4-0709,S1,S1-Q30697,Sample claim 709 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 709.,0.7,2024-11-05,0
FC4-0710,S2,S2-Q10160,Sample claim 710 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,UNVERIFIABLE,UNVERIFIABLE,3,3,5,3.67,Evidence snippet supporting judgment for claim 710.,0.7,2024-11-27,0
FC4-0711,S3,S3-Q24841,Sample claim 711 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 711.,0.7,2024-10-24,0
FC4-0712,S4,S4-Q47252,Sample claim 712 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 712.,0.7,2024-10-09,0
FC4-0713,S1,S1-Q36141,Sample claim 713 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 713.,0.7,2024-10-20,0
FC4-0714,S2,S2-Q43182,Sample claim 714 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 714.,0.7,2024-10-09,0
FC4-0715,S3,S3-Q31810,Sample claim 715 from Document Summarization and QA output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 715.,0.7,2024-10-25,0
FC4-0716,S4,S4-Q40893,Sample claim 716 from Medical Triage Assistant output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 716.,0.7,2024-12-29,0
FC4-0717,S1,S1-Q13680,Sample claim 717 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 717.,0.7,2024-12-23,0
FC4-0718,S2,S2-Q36571,Sample claim 718 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 718.,0.7,2024-11-23,0
FC4-0719,S3,S3-Q02665,Sample claim 719 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 719.,0.7,2024-10-10,0
FC4-0720,S4,S4-Q47525,Sample claim 720 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 720.,0.7,2024-10-30,0
FC4-0721,S1,S1-Q11725,Sample claim 721 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 721.,0.7,2024-12-11,0
FC4-0722,S2,S2-Q44204,Sample claim 722 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 722.,0.7,2024-11-28,0
FC4-0723,S3,S3-Q33076,Sample claim 723 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 723.,0.7,2024-11-13,0
FC4-0724,S4,S4-Q21277,Sample claim 724 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 724.,0.7,2024-11-17,0
FC4-0725,S1,S1-Q36907,Sample claim 725 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 725.,0.7,2024-12-09,0
FC4-0726,S2,S2-Q29328,Sample claim 726 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 726.,0.7,2024-11-20,0
FC4-0727,S3,S3-Q19782,Sample claim 727 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 727.,0.7,2024-10-01,0
FC4-0728,S4,S4-Q36285,Sample claim 728 from Medical Triage Assistant output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 728.,0.7,2024-12-05,0
FC4-0729,S1,S1-Q10231,Sample claim 729 from Customer Support Chatbot output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 729.,0.7,2024-10-18,0
FC4-0730,S2,S2-Q37388,Sample claim 730 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 730.,0.7,2024-11-21,0
FC4-0731,S3,S3-Q32000,Sample claim 731 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 731.,0.7,2024-12-28,0
FC4-0732,S4,S4-Q47894,Sample claim 732 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 732.,0.7,2024-12-13,0
FC4-0733,S1,S1-Q27298,Sample claim 733 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,INCORRECT,UNVERIFIABLE,4,4,4,4.0,Evidence snippet supporting judgment for claim 733.,0.7,2024-10-16,1
FC4-0734,S2,S2-Q41432,Sample claim 734 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 734.,0.7,2024-11-18,0
FC4-0735,S3,S3-Q32926,Sample claim 735 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 735.,0.7,2024-12-29,0
FC4-0736,S4,S4-Q37700,Sample claim 736 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 736.,0.7,2024-12-04,0
FC4-0737,S1,S1-Q05410,Sample claim 737 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 737.,0.7,2024-11-30,0
FC4-0738,S2,S2-Q28475,Sample claim 738 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 738.,0.7,2024-12-29,0
FC4-0739,S3,S3-Q37443,Sample claim 739 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 739.,0.7,2024-10-26,0
FC4-0740,S4,S4-Q28185,Sample claim 740 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 740.,0.7,2024-11-11,0
FC4-0741,S1,S1-Q22827,Sample claim 741 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 741.,0.7,2024-10-25,0
FC4-0742,S2,S2-Q40385,Sample claim 742 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 742.,0.7,2024-11-26,0
FC4-0743,S3,S3-Q24499,Sample claim 743 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 743.,0.7,2024-10-20,0
FC4-0744,S4,S4-Q09679,Sample claim 744 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 744.,0.7,2024-11-06,0
FC4-0745,S1,S1-Q21750,Sample claim 745 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 745.,0.7,2024-10-27,0
FC4-0746,S2,S2-Q40832,Sample claim 746 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 746.,0.7,2024-10-19,0
FC4-0747,S3,S3-Q16742,Sample claim 747 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 747.,0.7,2024-10-22,0
FC4-0748,S4,S4-Q42911,Sample claim 748 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 748.,0.7,2024-10-02,0
FC4-0749,S1,S1-Q01251,Sample claim 749 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 749.,0.7,2024-11-07,0
FC4-0750,S2,S2-Q06528,Sample claim 750 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 750.,0.7,2024-11-10,0
FC4-0751,S3,S3-Q36746,Sample claim 751 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 751.,0.689,2024-12-31,0
